customer_id,customer_key,first_name,last_name,full_name,email,phone,address_line1,city,state,zip_code,country,customer_segment,industry,customer_status,acquisition_channel,registration_date,lifetime_value_usd,is_vip,created_at,updated_at
377,CUST-00377,Douglas,Harper,Douglas Harper,kaylahardy@example.org,001-202-854-2573,48132 Matthew Stravenue Suite 071,New Allison,OH,21616,US,Consumer,Finance,Prospect,Event,2018-04-15,218701.15,0,2019-01-02T10:29:14.932739,2024-12-18T21:19:36.154377
378,CUST-00378,Brian,Cohen,Brian Cohen,montgomerygeoffrey@example.com,(302)513-0609x069,810 Pineda Rue,Campbellfurt,NV,98551,US,SMB,Finance,Active,Partner,2020-11-13,98568.13,0,2019-08-31T11:34:12.362895,2024-06-28T13:05:58.515782
379,CUST-00379,John,Baird,John Baird,jcalhoun@example.com,+1-753-224-2642,2076 Vanessa Crossroad Suite 366,Murraymouth,NV,51414,US,Mid-Market,Healthcare,Active,Paid Search,2022-06-16,116019.47,1,2021-03-30T17:59:46.768294,2024-05-03T15:14:48.848010
380,CUST-00380,Elizabeth,Anderson,Elizabeth Anderson,jaylee@example.org,001-995-678-6543x627,33582 Giles Meadows Apt. 703,Bradleyburgh,KY,98277,US,Consumer,Technology,Active,Social Media,2021-09-16,86866.85,0,2022-10-06T16:34:36.973888,2024-10-08T13:00:15.934710
381,CUST-00381,Danielle,Andrews,Danielle Andrews,robertmcdonald@example.net,(375)299-8011,51553 Susan Inlet,West Cindymouth,OR,59039,US,Mid-Market,Finance,Active,Event,2023-08-09,105100.53,0,2021-04-29T07:45:26.318381,2024-09-14T12:27:02.363603
382,CUST-00382,Keith,Garcia,Keith Garcia,frankwilson@example.net,(928)887-4312x71026,09579 Seth Brooks Suite 955,West Caseyberg,RI,39836,US,Mid-Market,Technology,Active,Organic,2021-12-07,148689.06,1,2022-09-28T08:46:44.610925,2024-12-01T12:51:18.139143
383,CUST-00383,Daniel,Donovan,Daniel Donovan,suzanneflores@example.net,759-670-9962,480 Flores Expressway,Lake Johnport,KS,59343,US,Enterprise,Technology,Prospect,Organic,2024-09-20,100865.21,0,2024-12-21T04:04:00.400570,2024-05-03T12:45:23.765749
384,CUST-00384,Joshua,Carney,Joshua Carney,cookanthony@example.net,2906463766,5866 Anderson Key Suite 837,Josephmouth,PW,88556,US,Mid-Market,Healthcare,Active,Partner,2022-08-06,248374.12,0,2018-08-05T17:40:58.863913,2024-08-31T20:05:57.357541
385,CUST-00385,Lucas,Hicks,Lucas Hicks,lindarodriguez@example.org,(251)729-3110,97519 Brian Dam,Lake Sara,HI,12520,US,SMB,Real Estate,Churned,Event,2018-10-18,204686.43,0,2023-01-10T20:35:52.912461,2024-02-03T12:29:26.809749
386,CUST-00386,Ryan,Jennings,Ryan Jennings,hughescolleen@example.org,337.492.7490x7280,2893 Jacqueline Club,East Melinda,WV,30348,US,SMB,Retail,Prospect,Partner,2019-06-22,55650.16,0,2019-02-20T03:42:42.728902,2024-08-20T12:26:53.471025
387,CUST-00387,Brittany,Guzman,Brittany Guzman,jeffery45@example.net,980.744.2101,617 Tiffany Spring,West Briannastad,UT,89771,US,SMB,Healthcare,Churned,Partner,2021-07-19,219988.62,0,2022-03-28T16:12:45.560046,2024-12-17T02:27:25.003152
388,CUST-00388,Ashley,Acosta,Ashley Acosta,judy75@example.com,775-883-3920x5677,7226 Herring Well Apt. 562,Diazchester,WY,87240,US,Consumer,Media,Inactive,Organic,2020-03-26,243086.41,1,2024-05-03T02:32:43.808915,2024-02-25T06:43:24.641042
389,CUST-00389,Sophia,Robinson,Sophia Robinson,vhernandez@example.org,9769248433,2705 Carl Islands Suite 942,New Sherry,AS,28865,US,SMB,Government,Inactive,Referral,2018-02-11,75322.18,0,2020-11-30T04:17:35.009624,2024-01-05T17:54:26.433326
390,CUST-00390,Kyle,Moore,Kyle Moore,mcarr@example.org,545.752.5971x07563,7485 Hale Crossroad,Kimberlyshire,PW,30506,US,Consumer,Technology,Active,Paid Search,2022-05-31,214456.54,0,2022-12-15T21:59:09.411791,2024-08-11T00:51:23.149963
391,CUST-00391,Lisa,Wright,Lisa Wright,edwardsnicole@example.com,001-629-451-8779x417,73305 Summers Orchard Apt. 457,Cassandraside,ID,85152,US,Consumer,Healthcare,Churned,Social Media,2021-12-10,241962.65,0,2019-04-27T00:38:15.253338,2024-12-04T01:51:40.731930
392,CUST-00392,Cassie,Phillips,Cassie Phillips,alexandragordon@example.org,(960)444-3240x0615,682 Blake Coves Suite 743,Mitchellshire,DC,42811,US,Consumer,Technology,Active,Referral,2018-06-04,82900.62,0,2024-09-09T19:20:22.143607,2024-02-15T08:28:07.878848
393,CUST-00393,Mindy,Tran,Mindy Tran,marie68@example.org,+1-265-462-5904x5990,12218 Shelby Freeway Apt. 555,South Matthewland,NM,53003,US,Consumer,Education,Active,Partner,2020-07-31,181283.89,0,2021-10-25T07:18:45.197533,2024-07-11T00:47:00.072660
394,CUST-00394,Darlene,Foster,Darlene Foster,olsenshane@example.org,001-443-430-8003x700,6608 Vasquez Skyway Suite 810,New Barry,IN,76881,US,Enterprise,Manufacturing,Inactive,Event,2019-02-01,151439.88,0,2021-06-10T04:25:54.647579,2024-05-07T20:58:02.621513
395,CUST-00395,Christopher,Keith,Christopher Keith,randyhernandez@example.org,+1-594-748-5862x3945,1470 Morrison Run Suite 321,South Lindaborough,ID,75239,US,Enterprise,Technology,Churned,Event,2021-07-25,168026.91,0,2023-02-24T10:56:09.085856,2024-04-19T06:59:18.049083
396,CUST-00396,Hannah,Lewis,Hannah Lewis,michael03@example.net,738-904-0325x376,277 Norton Shores Apt. 191,Port Anthonyton,PR,01970,US,Consumer,Technology,Active,Paid Search,2022-02-25,239276.43,0,2024-08-16T23:42:31.286918,2024-12-06T10:31:13.471501
397,CUST-00397,Kevin,James,Kevin James,coltonrichardson@example.net,365.614.6040,7310 Thompson Creek,Lake Jimmyshire,UT,73566,US,Mid-Market,Technology,Prospect,Organic,2021-12-23,186846.37,1,2019-11-30T03:09:57.880026,2024-01-09T06:09:28.066927
398,CUST-00398,Anna,Brown,Anna Brown,camerongregory@example.org,3766762090,734 Emily Well Apt. 370,Port Annachester,OH,92637,US,Mid-Market,Real Estate,Prospect,Referral,2022-11-04,99459.7,0,2021-06-02T16:14:18.894992,2024-03-25T17:40:45.926935
399,CUST-00399,Melinda,Williams,Melinda Williams,stephen78@example.org,(958)782-5562x965,78656 Carrie Dam Suite 577,North Matthew,PW,82429,US,SMB,Manufacturing,Inactive,Social Media,2020-07-19,133645.71,0,2019-01-06T17:58:38.765446,2024-05-05T01:03:09.135894
400,CUST-00400,Cynthia,Garner,Cynthia Garner,tiffanysparks@example.net,(416)518-8081x9048,1558 Mills Viaduct Suite 395,Wattsville,IN,84448,US,SMB,Manufacturing,Active,Partner,2023-12-16,220761.58,1,2022-07-04T19:32:26.602811,2024-02-26T23:40:45.043398
401,CUST-00401,Heather,Mullins,Heather Mullins,simpsonruth@example.net,536-443-8130x0041,47165 Smith Ranch,Matthewstad,IL,40318,US,Enterprise,Logistics,Active,Referral,2023-01-05,92990.88,1,2020-12-31T07:22:08.106409,2024-08-03T19:50:38.241078
402,CUST-00402,Timothy,Mendez,Timothy Mendez,frowland@example.com,(204)876-8169x957,1748 Christopher Stream,South Noahmouth,IA,79617,US,Enterprise,Real Estate,Active,Event,2018-04-18,36907.72,0,2024-11-20T02:30:40.090321,2024-01-13T13:39:41.198326
403,CUST-00403,Kyle,Waters,Kyle Waters,christinadavis@example.net,(690)887-1827,9187 Rachel Hill,North Kelly,MA,56433,US,Consumer,Manufacturing,Active,Referral,2023-12-25,82801.39,1,2018-10-08T07:52:36.694459,2024-02-26T15:43:47.048954
404,CUST-00404,Mary,Gonzalez,Mary Gonzalez,hughesjulie@example.net,(560)942-3597,22299 Samuel Lakes,Smithhaven,MH,91440,US,Mid-Market,Logistics,Churned,Event,2021-05-27,235894.4,0,2020-07-30T08:16:38.515583,2024-07-17T21:58:08.331860
405,CUST-00405,Robert,Johnson,Robert Johnson,fjones@example.com,+1-957-768-3210x2192,1296 Anita Fort Apt. 242,Smithton,NY,02095,US,SMB,Logistics,Prospect,Event,2021-01-20,185028.73,1,2018-10-16T04:41:40.039033,2024-08-31T17:21:50.083997
406,CUST-00406,Brenda,Smith,Brenda Smith,luissanchez@example.com,337.477.3126,217 Ashlee Gateway,Francostad,IN,34903,US,Mid-Market,Education,Active,Referral,2024-02-29,180218.23,1,2020-11-04T17:40:40.819982,2024-10-02T08:49:35.107998
407,CUST-00407,Brad,Flores,Brad Flores,emilygalvan@example.com,693.927.9862x398,9061 Janet Trail,Port Darlene,MN,36858,US,Mid-Market,Media,Prospect,Organic,2020-10-05,131224.13,0,2020-10-02T04:35:30.811522,2024-06-19T00:13:49.094814
408,CUST-00408,Lindsay,Stark,Lindsay Stark,samantha78@example.com,(398)699-9275x1758,4983 Mcintosh Islands Apt. 935,Jamesmouth,NC,89118,US,Enterprise,Healthcare,Inactive,Referral,2020-02-15,210714.91,0,2020-11-17T21:27:48.126234,2024-04-06T14:11:12.296407
409,CUST-00409,Rodney,Hopkins,Rodney Hopkins,leahbarker@example.org,+1-758-485-3798x2143,3674 Medina Drive Suite 914,South Lisafurt,AL,09223,US,Enterprise,Retail,Active,Referral,2023-05-18,126680.36,0,2019-04-28T21:36:16.809242,2024-12-07T21:19:39.471541
410,CUST-00410,Sarah,Gibson,Sarah Gibson,william63@example.com,3674917665,50014 Amy Grove,Port Cody,WA,90511,US,Enterprise,Real Estate,Prospect,Event,2024-12-07,233508.98,1,2020-12-17T20:41:57.850782,2024-01-15T14:48:35.919684
411,CUST-00411,Donna,Brown,Donna Brown,justin33@example.org,+1-599-448-5320x895,89021 Pacheco Crossing Apt. 363,South Chelsea,MH,23247,US,Consumer,Healthcare,Active,Partner,2018-10-12,138135.07,0,2024-06-03T10:49:14.550128,2024-04-12T06:52:13.724337
412,CUST-00412,Aaron,Lambert,Aaron Lambert,ogriffin@example.org,667-572-6960,8550 Romero Loaf Suite 935,Lake Chris,MP,92111,US,Enterprise,Media,Prospect,Paid Search,2021-01-17,134166.66,0,2022-10-13T11:01:58.381104,2024-03-02T15:03:51.956856
413,CUST-00413,Richard,Robinson,Richard Robinson,john43@example.com,+1-870-293-1706x955,7616 Bailey Grove Suite 472,East Melissa,SD,68287,US,Enterprise,Media,Prospect,Event,2020-06-21,107928.02,0,2022-03-12T07:30:38.330960,2024-10-23T12:17:19.233876
414,CUST-00414,Meghan,Werner,Meghan Werner,christophermoon@example.org,+1-680-441-8472x426,4281 Monica River,New Diamondburgh,LA,72320,US,Enterprise,Finance,Churned,Referral,2020-07-20,60621.72,0,2021-04-16T22:54:56.193562,2024-06-03T21:57:03.860112
415,CUST-00415,Gary,Smith,Gary Smith,jonescraig@example.org,+1-517-285-2282,48088 Phillip Expressway Apt. 722,Port Chelsea,MN,75718,US,SMB,Manufacturing,Inactive,Organic,2024-09-23,93576.37,1,2023-06-25T18:00:39.315068,2024-06-18T05:46:02.640927
416,CUST-00416,Spencer,Mckinney,Spencer Mckinney,daniellewebster@example.org,(720)847-8768x8687,628 Martinez Camp Apt. 195,Darrellchester,MS,49776,US,Consumer,Real Estate,Active,Event,2022-12-29,56851.38,0,2020-02-05T13:37:47.530262,2024-01-09T17:43:31.672791
417,CUST-00417,Tony,Christensen,Tony Christensen,shannongarza@example.net,(946)832-0374,753 Anderson Center Apt. 214,Brianmouth,PW,51167,US,Enterprise,Finance,Inactive,Social Media,2019-07-05,94603.81,1,2024-03-17T06:58:56.026636,2024-11-15T04:38:22.364842
418,CUST-00418,Christian,Carter,Christian Carter,ewilliams@example.org,(253)548-2012x840,76597 Howell Haven Suite 089,South Katherinechester,WV,67868,US,Enterprise,Healthcare,Prospect,Referral,2023-09-30,21130.19,1,2018-04-03T09:56:55.902044,2024-10-12T05:26:25.382443
419,CUST-00419,Jessica,Knight,Jessica Knight,sarahgray@example.net,001-274-222-3196x463,23693 Lloyd Drive Suite 894,North Vickie,GA,05411,US,SMB,Real Estate,Active,Partner,2018-06-21,229828.48,0,2019-11-10T15:18:13.132881,2024-06-25T15:43:32.290508
420,CUST-00420,Carl,Mcdonald,Carl Mcdonald,qwilson@example.com,695-574-9885x58298,67458 Porter Stream,Williamsshire,ME,34270,US,Mid-Market,Real Estate,Inactive,Paid Search,2024-11-12,12117.21,0,2018-09-30T04:56:23.392302,2024-02-24T03:47:08.808562
421,CUST-00421,Jeffrey,Logan,Jeffrey Logan,stevenhernandez@example.org,001-488-956-6695x413,0666 Robert Burgs,Sharonville,ME,31392,US,SMB,Media,Churned,Event,2024-03-01,8708.99,0,2021-05-28T13:04:49.898511,2024-12-31T04:39:43.950819
422,CUST-00422,Sarah,Sanders,Sarah Sanders,satkinson@example.org,+1-225-429-5961x111,1200 Thompson Dale Suite 559,North Frederickport,MA,13604,US,Enterprise,Technology,Churned,Referral,2019-07-02,188187.49,1,2018-04-10T12:52:23.652766,2024-08-01T07:52:22.831510
423,CUST-00423,Vanessa,Mendez,Vanessa Mendez,kristineprince@example.com,449-349-8194,428 Tyler Fork Suite 065,Lake Thomas,NV,47523,US,Enterprise,Manufacturing,Active,Partner,2023-10-01,60497.81,1,2024-08-29T13:21:56.808856,2024-04-22T03:24:24.116284
424,CUST-00424,Desiree,Briggs,Desiree Briggs,lauraboone@example.net,433-472-2010x91217,5593 Graham Crossing,Sharonborough,MH,62527,US,SMB,Government,Prospect,Referral,2020-12-04,197729.27,0,2022-08-05T04:48:28.682611,2024-05-13T07:12:53.203584
425,CUST-00425,Peter,Reed,Peter Reed,perry77@example.net,(357)925-6592x0246,02389 Krueger Flats Apt. 600,Jenniferstad,MA,00859,US,SMB,Healthcare,Active,Social Media,2018-05-06,58419.93,0,2018-09-25T08:24:49.717361,2024-10-09T09:27:12.834243
426,CUST-00426,Tanya,Harris,Tanya Harris,alyssa89@example.net,+1-736-207-9848x704,176 Sloan Rest Apt. 593,Bakerton,GU,30578,US,SMB,Real Estate,Churned,Partner,2019-01-13,99477.41,0,2022-09-05T12:18:23.641632,2024-07-31T02:53:15.902906
427,CUST-00427,Ralph,Smith,Ralph Smith,stephaniecole@example.com,6602148860,388 Chan Walk Apt. 685,New Diana,AL,90296,US,Enterprise,Manufacturing,Inactive,Social Media,2019-08-09,57420.53,1,2021-01-02T19:16:39.590842,2024-04-30T07:57:29.170210
428,CUST-00428,John,Castillo,John Castillo,gary44@example.com,(363)325-1448,03142 Kathy Junction,New Katieside,NH,67449,US,Consumer,Retail,Prospect,Partner,2018-09-12,165337.64,0,2018-11-09T01:56:58.908011,2024-09-01T11:41:51.911181
429,CUST-00429,Joshua,Miller,Joshua Miller,gregory38@example.com,001-709-211-2252x883,6186 Gary River Suite 913,Grantmouth,MS,42734,US,SMB,Technology,Prospect,Organic,2023-07-10,20968.48,0,2022-07-01T07:11:58.962586,2024-03-13T21:00:33.387316
430,CUST-00430,Bobby,Chavez,Bobby Chavez,andre55@example.com,001-905-971-2198x819,90534 Carter Walks Apt. 042,Lisaberg,KY,45057,US,Consumer,Retail,Prospect,Social Media,2018-01-10,79511.22,0,2023-12-12T22:15:59.294295,2024-12-25T03:49:45.686950
431,CUST-00431,Theresa,Cox,Theresa Cox,richard04@example.com,(312)689-9151,1293 Jesse Harbor Suite 881,Rebeccaport,CT,53408,US,Enterprise,Healthcare,Active,Social Media,2021-06-27,90299.42,0,2023-04-07T21:12:34.729259,2024-01-15T21:50:15.309432
432,CUST-00432,Samantha,Fisher,Samantha Fisher,joyce21@example.org,001-301-670-7568,831 Jackson Run,Lake Lisafort,IL,96019,US,Enterprise,Retail,Active,Referral,2022-08-09,108029.39,1,2022-12-16T01:27:31.844052,2024-03-02T23:44:32.728623
433,CUST-00433,Susan,Shields,Susan Shields,hsmith@example.com,001-837-583-0639,2696 Adams Ridges Apt. 649,Smithville,MO,77930,US,Enterprise,Healthcare,Active,Paid Search,2021-07-26,138777.84,0,2019-05-04T14:49:19.200601,2024-04-02T13:47:30.067459
434,CUST-00434,David,Lopez,David Lopez,coffeyjohn@example.net,3332016234,106 Matthew Mission,East Jennifer,WY,16654,US,Consumer,Healthcare,Active,Social Media,2022-06-26,97255.99,0,2024-01-30T15:44:14.126850,2024-04-28T23:46:49.455375
435,CUST-00435,Robert,Keller,Robert Keller,oalvarado@example.org,265.633.7746,7200 Warren Ford,Rodriguezport,FL,37652,US,Mid-Market,Real Estate,Churned,Referral,2022-10-05,171486.34,0,2019-12-15T23:06:06.118891,2024-06-04T23:19:18.086533
436,CUST-00436,Alexander,Floyd,Alexander Floyd,pbailey@example.org,534.976.4273x720,88214 Boyd Spurs Apt. 484,Smithshire,FM,14541,US,Mid-Market,Manufacturing,Active,Paid Search,2021-09-15,123534.42,0,2019-09-09T13:45:13.273676,2024-04-13T12:13:56.400062
437,CUST-00437,Lisa,Todd,Lisa Todd,courtneymadden@example.org,(505)486-9507,464 Willis Road,Santiagoshire,OK,47278,US,Mid-Market,Government,Active,Social Media,2022-09-05,75288.19,0,2018-09-03T14:32:26.877173,2024-06-21T16:46:10.960486
438,CUST-00438,James,Sanchez,James Sanchez,michael38@example.com,936.880.1192x3603,87233 Nathan Camp,Alexandershire,MT,16266,US,SMB,Manufacturing,Active,Event,2018-04-28,156445.91,0,2024-12-08T19:15:47.243398,2024-08-23T08:16:51.175699
439,CUST-00439,Pamela,Orozco,Pamela Orozco,cheryldavis@example.com,+1-783-307-4820x736,939 Smith Square,Sarahmouth,OH,91719,US,Consumer,Finance,Active,Paid Search,2018-08-27,2188.46,1,2019-02-24T22:28:22.447042,2024-09-27T10:30:13.478222
440,CUST-00440,Tina,Armstrong,Tina Armstrong,georgemoore@example.net,9235332470,13546 Hailey Village,South Nicholas,GA,49592,US,SMB,Real Estate,Inactive,Paid Search,2022-09-02,110335.62,1,2018-03-31T18:59:03.983303,2024-03-05T02:02:27.594348
441,CUST-00441,Megan,Fisher,Megan Fisher,jasonhernandez@example.org,(532)948-8899x57298,97454 Sara Union Apt. 364,Bartonmouth,CO,76706,US,Mid-Market,Manufacturing,Active,Partner,2018-08-05,236846.09,0,2018-10-22T19:52:41.319425,2024-09-11T04:38:34.013644
442,CUST-00442,Rachel,Hall,Rachel Hall,castroralph@example.net,001-220-382-8323,815 Jordan Isle,Port Gregory,NE,64792,US,Consumer,Education,Active,Social Media,2022-11-25,242196.94,0,2023-12-14T05:25:48.196155,2024-03-16T03:21:30.401617
443,CUST-00443,Leah,Walker,Leah Walker,colleenjones@example.net,+1-281-357-2450x0000,91137 Scott Plain Suite 090,West Lawrence,TX,15594,US,Consumer,Real Estate,Active,Paid Search,2022-06-15,94325.8,1,2023-07-25T05:26:12.088309,2024-07-03T11:18:44.964568
444,CUST-00444,Kelly,Carter,Kelly Carter,carolineray@example.com,278-812-2489x0567,09004 Nicholas Roads Suite 158,Alyssafurt,MS,74294,US,SMB,Finance,Churned,Referral,2019-02-12,148260.65,0,2018-11-11T05:46:27.495831,2024-05-31T03:32:58.396919
445,CUST-00445,Lauren,Hunt,Lauren Hunt,donna54@example.org,001-560-880-7063,509 David Circle Suite 016,Maryville,FM,73349,US,Enterprise,Logistics,Prospect,Referral,2024-12-07,109894.51,0,2024-05-28T08:10:16.970428,2024-09-27T07:02:18.865784
446,CUST-00446,Jose,Quinn,Jose Quinn,amywells@example.org,636.438.1643x21269,4203 Avila Curve Suite 863,West Susanview,CO,61051,US,Enterprise,Government,Prospect,Social Media,2024-09-25,35225.19,0,2024-02-11T12:33:37.942291,2024-10-27T20:46:20.217881
447,CUST-00447,Kelly,Hendrix,Kelly Hendrix,sophia54@example.org,(263)355-8243,4644 Kelsey Street Apt. 538,Port Toni,MA,95593,US,Mid-Market,Manufacturing,Prospect,Referral,2020-09-23,178951.48,1,2024-10-21T15:34:30.006493,2024-06-19T10:33:24.529356
448,CUST-00448,Marie,Brown,Marie Brown,robertsdanielle@example.com,733.335.3849,321 Cody Rapid Suite 871,New Theresabury,OR,12483,US,Enterprise,Logistics,Churned,Social Media,2022-10-26,145769.88,1,2022-06-01T12:18:35.491013,2024-03-13T11:08:43.812001
449,CUST-00449,Jay,Sullivan,Jay Sullivan,benjaminrussell@example.org,001-211-298-7561x786,00915 Rodriguez Crossroad,East Haleymouth,NJ,83972,US,Enterprise,Education,Prospect,Partner,2020-04-05,148658.08,0,2022-12-02T10:55:52.630311,2024-04-06T13:59:05.014013
450,CUST-00450,Justin,Werner,Justin Werner,nrangel@example.net,365.395.2014,84336 Cooper Burg Apt. 632,East Catherine,NY,19884,US,Enterprise,Technology,Prospect,Event,2018-11-02,89074.7,0,2018-07-07T20:52:45.019815,2024-06-14T04:08:54.107631
451,CUST-00451,Matthew,Barnes,Matthew Barnes,dominguezmeredith@example.com,(988)860-5053,0811 Ronald Vista Apt. 030,West Peter,FM,80117,US,Consumer,Education,Inactive,Organic,2018-08-24,3131.67,0,2018-08-14T21:34:01.878121,2024-11-14T20:55:47.909578
452,CUST-00452,Anthony,Moore,Anthony Moore,shelby31@example.org,001-934-855-0688x269,384 Brady Canyon,East Kevinside,AL,69682,US,Mid-Market,Media,Prospect,Partner,2021-03-10,139719.36,0,2024-11-23T00:51:04.804221,2024-10-12T13:39:24.594502
453,CUST-00453,Matthew,Young,Matthew Young,ricklewis@example.net,(391)601-5709x085,207 Aguilar Expressway Suite 999,Wangshire,AS,49766,US,Consumer,Education,Inactive,Social Media,2024-01-15,193199.39,0,2024-02-01T15:30:54.006604,2024-08-28T09:04:41.598786
454,CUST-00454,Maria,May,Maria May,hdavis@example.com,(385)696-9325,499 Stephanie Field,East Marybury,LA,19020,US,SMB,Healthcare,Inactive,Organic,2023-04-26,74210.34,0,2023-06-08T03:25:55.345445,2024-06-06T08:01:06.378413
455,CUST-00455,Anne,Yu,Anne Yu,branchthomas@example.com,+1-517-760-7234x8389,382 Mary Haven Apt. 561,Lake Ashley,NE,45241,US,Enterprise,Retail,Active,Paid Search,2018-05-20,86095.14,0,2018-03-18T12:37:58.287148,2024-10-21T11:28:36.989316
456,CUST-00456,Kristen,Sullivan,Kristen Sullivan,ryanadams@example.net,(596)756-1308x7612,43468 John Underpass Suite 840,Port Susanfort,WV,29826,US,Consumer,Education,Inactive,Organic,2023-05-05,109822.4,1,2018-01-03T12:00:19.556940,2024-09-01T09:13:13.130863
457,CUST-00457,Willie,Burke,Willie Burke,dbrown@example.org,001-268-631-1395x001,9150 Russell Fall,Port Brandi,NV,84658,US,SMB,Finance,Active,Organic,2024-05-08,202641.39,0,2020-11-16T20:39:47.399411,2024-02-22T13:48:18.251559
458,CUST-00458,Jessica,Walker,Jessica Walker,huangscott@example.net,362-907-2662x9250,0299 Kayla Greens Apt. 688,Carlosborough,ID,27064,US,Enterprise,Education,Prospect,Organic,2019-12-17,169446.26,0,2021-03-06T01:58:58.159814,2024-02-02T15:25:02.142425
459,CUST-00459,David,Velazquez,David Velazquez,jamesmoon@example.com,378-417-0321,1363 Anderson Park,Nicholasborough,IL,59154,US,Mid-Market,Media,Active,Partner,2020-07-03,40453.86,1,2018-07-10T00:04:11.303514,2024-09-01T10:37:26.319713
460,CUST-00460,Kenneth,Baker,Kenneth Baker,michellemorris@example.org,(348)801-6440x3734,127 Contreras Extension Apt. 102,South Patriciashire,ND,24407,US,Consumer,Technology,Inactive,Event,2018-05-06,46520.72,1,2018-09-19T13:49:11.590678,2024-03-11T18:41:50.295014
461,CUST-00461,April,Beltran,April Beltran,jessica79@example.com,763.883.1828,3970 Floyd Radial,Powellville,NH,63195,US,Consumer,Healthcare,Prospect,Partner,2019-03-15,220832.79,1,2022-11-25T11:38:33.657281,2024-05-27T08:57:34.733979
462,CUST-00462,Sharon,Young,Sharon Young,michellesmith@example.org,(282)712-2355x2165,46921 Charles Ports Apt. 596,Fischerton,OH,77916,US,Consumer,Government,Active,Event,2020-11-01,54091.63,0,2021-09-27T13:36:54.020649,2024-09-06T13:28:32.866151
463,CUST-00463,Joe,Hanson,Joe Hanson,bentondavid@example.org,309-338-6948x42495,7887 Heather Mill Apt. 523,Westfort,ID,71184,US,Enterprise,Real Estate,Active,Partner,2021-10-16,47146.48,0,2023-05-20T20:07:06.511174,2024-08-28T08:41:15.480880
464,CUST-00464,Anthony,Gilbert,Anthony Gilbert,stuartbryan@example.net,+1-477-498-7682x9968,937 Krystal Place Suite 806,Lake Colleen,IA,48824,US,Mid-Market,Logistics,Active,Paid Search,2019-12-04,167840.01,1,2018-05-13T14:02:13.941602,2024-04-08T13:46:12.922945
465,CUST-00465,Anthony,Kline,Anthony Kline,njames@example.com,+1-479-800-1248x2554,632 Serrano Ridge Suite 232,Kristinebury,VI,26003,US,SMB,Real Estate,Inactive,Partner,2020-07-10,98439.73,0,2021-10-28T00:59:38.479869,2024-11-25T22:55:59.319227
466,CUST-00466,Ashley,Garcia,Ashley Garcia,christopher52@example.net,001-757-325-6292x693,186 Diaz Rue,Stonefurt,PR,73728,US,SMB,Education,Inactive,Partner,2020-10-31,43545.61,0,2020-04-09T02:32:34.628249,2024-08-11T05:13:11.206565
467,CUST-00467,Katelyn,Mejia,Katelyn Mejia,jeffrey34@example.net,+1-718-591-1797x203,15364 Mark Motorway Apt. 553,East Jessicastad,RI,28611,US,Enterprise,Retail,Active,Organic,2020-01-05,60023.9,0,2023-09-21T15:06:04.037261,2024-06-23T03:54:57.124351
468,CUST-00468,Meghan,Warren,Meghan Warren,uwest@example.org,4949214105,819 Hoffman Rapids Apt. 704,Davidhaven,NC,73613,US,Mid-Market,Education,Prospect,Referral,2019-09-01,127950.8,1,2023-12-30T02:16:37.347718,2024-05-07T11:36:35.949327
469,CUST-00469,Francisco,Taylor,Francisco Taylor,ubutler@example.net,767.887.4422x75854,9428 Kevin Ridges Apt. 165,East Sarahtown,FM,05665,US,Mid-Market,Real Estate,Inactive,Social Media,2020-04-25,46845.55,0,2018-04-20T14:07:11.703423,2024-10-20T09:26:35.453220
470,CUST-00470,Nathan,Hall,Nathan Hall,charlesyoung@example.net,255-513-0557,214 Mitchell Pike Suite 699,Thomasbury,NE,59352,US,Mid-Market,Logistics,Active,Referral,2022-07-13,47181.1,1,2024-04-16T12:12:20.249130,2024-10-15T17:03:43.355546
471,CUST-00471,Jennifer,Carter,Jennifer Carter,andersonmeghan@example.net,001-525-343-1832x812,92049 Brian Streets,North Aprilchester,KS,64665,US,Enterprise,Education,Active,Social Media,2020-11-22,34565.41,1,2019-02-14T08:17:25.921599,2024-09-19T14:54:41.794077
472,CUST-00472,Steven,Johnson,Steven Johnson,tpowell@example.org,+1-872-425-7754x5847,2918 Reyes Shoals,Lake Curtis,AR,72508,US,Consumer,Government,Prospect,Social Media,2019-02-26,104199.79,1,2024-01-31T05:47:53.759274,2024-09-19T21:27:04.856603
473,CUST-00473,Susan,Brewer,Susan Brewer,mmcdaniel@example.com,001-539-892-0522x299,65914 Angela Divide,East Mark,MN,92575,US,Consumer,Retail,Active,Partner,2019-03-25,8199.75,0,2024-09-30T08:54:35.385544,2024-10-15T21:39:54.917867
474,CUST-00474,Melissa,Fernandez,Melissa Fernandez,joseph17@example.net,+1-977-332-6430x9544,9970 Ashley Mill,East Brianbury,TN,78606,US,SMB,Healthcare,Active,Referral,2020-03-29,134633.35,0,2021-04-12T12:20:22.578706,2024-07-11T21:10:06.980447
475,CUST-00475,Tyler,Rodriguez,Tyler Rodriguez,devon88@example.org,(520)412-5608,48797 Bailey Fords,Elizabethstad,HI,31538,US,Consumer,Real Estate,Prospect,Social Media,2021-06-07,137656.68,0,2022-06-18T06:19:48.132398,2024-05-24T07:55:59.589719
